DK206  Business Studies in Marketing Fren   275                                
DK306  Business Studies in Marketing  Ger   250                                
GA019  HotelCatering Mgt                   275                                
GA020  Manufacturing Tech                   225                                
GA042  Construction Management               345                                
GA044  Gn agus Cumarsaid                    245                                
GA047  Theological Studies  Bus Practice   275                                
GY101  Arts                                  395                                
GY102  Arts St Angelas                   325                                
GY103  Arts Public  Social Policy         370                                
GY104  Arts  Psychology                    520                                
GY201  Commerce                              420                                
GY202  Commerce with French                  495*                               
GY203  Commerce with German                  420                                
GY204  Commerce with Spanish                 400                                
GY205  Commerce with Italian                 385                                
GY250  Corporate Law                         475*                               
GY251  Bachelor of Civil Law  BCL       495                                
GY301  Science                               310                                
GY302  PhysicsElectronics                   315                                
GY303  Biomedical Science                    485                                
GY304  Biotechnology                         435*                               
GY306  Computing Studies                     330                                
GY307  Earth Sciences                        320                                
GY308  Environmental Science                 360                                
GY309  Financial Mathematics and Econs      430                                
GY310  Marine Science                        340                                
GY312  Physics and Astronomy                 405                                
GY313  Health and Safety Systems             380                                
GY350  Information Technology                385                                
GY401  Engineering Undenominated           480                                
GY402  Civil Engineering                     460*                               
GY403  Electronic Engineering                435                                
GY404  Industrial Engineering                380                                
GY405  Mechanical Engineering                420                                
GY406  Electronic  Computer Engineering     465                                
GY407  Mngt Engineering with Language       410                                
GY408  Biomedical Engineering                445                                
GY409  Environmental Engineering             420                                
GY501  Medicine                              545                                
LY151  Computing with Data Communications    305                                
LC331  Software Development                  325                                
LC471  Quantity Surveying                    375                                
LC481  Valuation Surveying                   330                                
LC491  Building Management                   330                                
MI005  Mary Immaculate                       430*                               
MI006  Mary ImmaculateGael                  395                                
LM020  Law and Accounting                    520                                
LM021  LanguageComputing                    375                                
LM040  European Studies                      350                                
LM041  Public Administration                 370                                
LM042  LawEuropean Studies                  475*                               
LM043  InsuranceEurStudies                 390                                
LM044  Applied Languages                     480                                
LM045  Language  Cultural Studies           370                                
LM046  HistoryPolitics  Soc Stud         400                                
LM047  Arts                                  385*                               
LM048  Irish Studies                         360                                
LM050  Business Studies                      420                                
LM051  Computer Systems                      320                                
LM052  BusinessFrench                       430                                
LM053  BusinessGerman                       445                                
LM054  BusinessSpanish                      405                                
LM055  BusinessJapanese                     410                                
LM059  Computer Systems with French          470                                
LM060  Mathematical SciencesComputing       395                                
LM061  Industrial Chemistry                  360                                
LM062  Materials Science                     330                                
LM063  Production Management                 300*                               
LM064  Industrial Biochemistry               390                                
LM065  Applied Physics                       370                                
LM066  Environmental Science                 345                                
LM067  Wood ScienceTech                     320                                
LM068  Food Technology                       315                                
LM069  Computer Engineering                  420                                
LM070  Electronic Engineering                430                                
LM072  Industrial Design                     #                                  
LM073  Mechanical Engineering                415                                
LM077  Aeronautical Eng                      410                                
LM078  Mech Engineering  German             450                                
LM079  Manufacturing Engineering             350                                
LM080  Electronic Systems                    315                                
LM081  Manufacturing Technol                 305                                
LM083  Information Technology                340                                
LM089  Sports Science                        435                                
LM090  PE Teaching                           485#                               
LM092  Biological Sci with PhyChm Teachi   360                                
LM093  Equine Science                        330                                
LM094  TechConstruct Teaching               420                                
LM095  TechEngineer Teaching                400                                
LM096  Physics and Chemistry Teaching        360                                
MH101  Arts                                  355                                
MH102  Finance                               365                                
MH103  Music                                 #                                  
MH104  French and Historical Studies         360                                
MH105  German and Historical Studies         355                                
MH106  Psychology                            490                                
MH201  Science                               300                                
MH202  Biotechnology                         330                                
MH203  Computer Science                      340                                
MH204  Physics with Astrophysics             460                                
MH205  Theoretical Physics  Comp Science   375                                
MH206  Theoretical Physics and Mathematics   505                                
MH207  Computational Biol  Bioinformatic   405                                
MH301  Computer Engineering                  330                                
MH302  Electronic Engineering                330                                
MH303  Communications Engineering            340                                
MU001  Theology and Arts                     330                                
SN001  Business Studies in Int Hotel Mgt     421#                               
SN002  Commerce   Dip in Int Hotel Mgt    525#                               
SG341  Quality Management                    245                                
SG441  Environmental Science  Tech          280                                
AS001  Home Econ  Biology                   420                                
AS002  Home Econ  Catechetics               410*                               
TL170  Folk Theatre Studies                  674#                               
TL280  Business Studies  eBusiness        335                                
TL320  Computing with Enterprise Studies     285                                
WD025  Construction Management               300                                
WD026  Electronics                           280                                
WD027  Music                                 285#                               
WD028  Applied Computing                     290                                
WD048  Business studies                      340                                
WD049  Business studies French              340                                
WD079  Administration                        305                                
WD080  Business with German                  340                                
WD084  Accounting                            330                                
WD085  Manufacturing Systems Engineering     300                                
WD086  Electronic Engineering                330                                
WD091  Hospitality Management                290                                
WD095  Marketing                             340                                
